doc_id,schema,dokument_art,dokument_typ,institution,aktenzeichen,datum,fundstelle,vorinstanz,norm_vorinstanz_aktenzeichen,norm_kuerzel,titel,leitsatz,gruende,rthema,quelle
1538641,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-235/03,2005-10-19,BGHReport-2006-0243; FamRZ-2006-0194; NJW-RR-2006-0223; ZEV-2006-0076,OLG Frankfurt/M. -; LG Kassel -,9-O-468/02,BSHG:90; BGB:2306,"Überleitung von Pflichtteilsansprüchen
des Hilfeempfängers auf den Träger der Sozialhilfe",,,Erbschaft Schenkung,Deubner
1545682,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-281/05,2007-05-07,BGHReport-2007-0876; DB-2007-1521; DStR-2007-1216; MDR-2007-1108; NJW-RR-2007-1256; NZG-2007-0583; WM-2007-1270; ZIP-2007-1309,OLG Frankfurt/M. -; LG Limburg -,1-O-683/03,BGB:138; BGB:705,Vertragliche Gestaltung der Aufnahme eines Partners in eine Arztpraxis; Vereinbarung eines Ausschließungsrecht,"a) Das grundsätzlich nicht anzuerkennende Recht, einen Mitgesellschafter ohne Vorhandensein eines sachlichen Grundes aus einer Gesellschaft ausschließen zu dürfen, kann ausnahmsweise dann als nicht sittenwidrig angesehen werden, wenn ein neuer Gesellschafter in eine seit langer Zeit bestehende Vertragsarztpraxis aufgenommen wird und das Ausschließungsrecht allein dazu dient, dem Aufnehmenden binnen einer angemessenen Frist die Prüfung zu ermöglichen, ob zu dem neuen Partner das notwendige Vertrauen hergestellt werden kann und ob die Gesellschafter auf Dauer in der für die gemeinsame Berufsausübung erforderlichen Weise harmonieren können; eine Prüfungsfrist von zehn Jahren überschreitet den anzuerkennenden Rahmen bei weitem (Bestätigung von Sen.Urt. v. 8. März 2004 -; b) Bei einer im Jahr 2000 nach dem zu dieser Zeit gültigen Zulassungsrecht gegründeten ärztlichen Gemeinschaftspraxis beträgt die höchstzulässige Frist, innerhalb derer der aufnehmende Vertragsarzt prüfen kann, ob eine vertrauensvolle Zusammenarbeit mit dem eintretenden Vertragsarzt auf Dauer möglich ist, drei Jahre.",,BGBAT; Handelsrecht Gesellschaftsrecht,Deubner
1535365,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-112/02,2005-02-01,BGHReport-2005-0958; DB-2005-1516; MDR-2005-1096; NJW-RR-2005-1037; WM-2005-1617,OLG Koblenz - 18.4.2002; LG Bad Kreuznach,,BGB:209/1; BGB:633; ZPO:539,Unterbrechung der Verjährung der Gewährleistungsansprüche durch Erhebung einer Vorschussklage,"1. Die verjährungsunterbrechende Wirkung der Vorschußklage gegen den Werkunternehmer erfaßt auch spätere Erhöhungen der Forderung, sofern sie denselben Mangel betreffen. Das gilt unabhängig davon, ob der Erhöhungsbetrag von vornherein in die Vorschußforderung hätte einbezogen werden können oder ob sich zwischenzeitliche Kostensteigerungen ergaben oder neue Erkenntnisse zu einem größeren Schadensumfang führen (Fortführung von BGH, Urt. v. 10.11.1988 -; 2. Die pauschale Erwägung, es sei nicht Aufgabe des Berufungsgerichts, erstinstanzlich nicht geschaffene Entscheidungsgrundlagen zu erarbeiten, kann eine Zurückverweisung des Rechtsstreits an das Gericht des ersten Rechtszugs gemäß § 539 ZPO nicht begründen.",,BGBAT; Werkvertrag; Zivilverfahrensrecht,Deubner
1543595,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-113/00,2001-09-13,NJW-RR-2002-0160,KG; LG Berlin,,VOB/B:13; VOB/B:16,Fälligkeit des Werklohns bei vorzeitiger Vertragsbeendigung,Zu den Anforderungen an die Fälligkeit des Werklohns.,,Werkvertrag,Deubner
1653058,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-146/14,2016-01-26,NJW-2016-1447,"LG Kempten vom 04.04.2013,; OLG München vom 13.02.2014,",3-O-2832/04; 24-U-1801/13,BGB:823/1,Bewertung der unterbliebenen ärztlichen Veranlassung der nach dem medizinischen Standard gebotenen Untersuchungen als Befunderhebungsfehler; Unrichtige diagnostische Einstufung einer Erkrankung; Beweislastumkehr wegen eines (einfachen) Befunderhebungsfehlers; Schadenersatzbegehren wegen fehlerhafter ärztlicher Behandlung im Zusammenhang mit einer Geburt; Klärung der Kausalität des Behandlungsfehlers durch Einholung eines neonatologischen Sachverständigengutachtens,"a) Dem Arzt ist kein Diagnoseirrtum, sondern ein Befunderhebungsfehler vorzuwerfen, wenn die unrichtige diagnostische Einstufung einer Erkrankung ihren Grund bereits darin hat, dass der Arzt die nach dem medizinischen Standard gebotenen Untersuchungen erst gar nicht veranlasst hat.; b) Eine Beweislastumkehr nimmt einer Partei, der sie zum Nachteil gereicht, nicht die Möglichkeit, den Beweis des Gegenteils zu führen.",,Schadensersatz,Deubner
1539239,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-43/05,2005-12-01,BGHReport-2006-0602; BauR-2006-0967; NJW-RR-2006-0789,OLG Frankfurt/M. -; LG Marburg -,15-U-17/04; 2-O-155/03,HessEntschG:52; ZPO:167,Einhaltung der Klagefrist bei Zustellung an die falsche Behörde,"Die Zustellung einer Klage nach § 52 HEG, in der die (Prozess-)Vertretungsbehörde falsch angegeben war, kann als noch ""demnächst erfolgt"" zu bewerten sein, wenn der Fehler nicht nur auf einem Verschulden des Prozessbevollmächtigten des Klägers beruhte, sondern auch darauf, dass die benannte Behörde im Rubrum des angefochtenen Entschädigungsfestsetzungsbeschlusses als Vertretungsbehörde im Entschädigungsfestsetzungsverfahren aufgeführt war (im Anschluss an Senatsurteil vom 17. März 1983 -",,Zivilverfahrensrecht,Deubner
0163957,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-1/99,2000-12-18,,,,UmwG:210; UmwG:212; UmwG:207; UmwG:210; UmwG:212; UmwG:305,AG: Keine Anfechtungsklage wegen Verletzung abfindungswertbezogener Informationspflichten bei der Umwandlung,"Der in den §§ 210, 212 UmwG für die Fälle des zu niedrigen, des nicht ordnungsgemäßen und des fehlenden Barabfindungsangebots normierte Ausschluß von Klagen gegen den Umwandlungsbeschluß gilt auch insoweit, als die von der Strukturmaßnahme betroffenen Anteilsinhaber die Verletzung von Informations-, Auskunfts- oder Berichtspflichten im Zusammenhang mit der gemäß § 207 UmwG anzubietenden Barabfindung geltend machen. Solche die Abfindung betreffenden abfindungswertbezogenen Informationsmängel können ausschließlich im Spruchverfahren gemäß §§ 305 ff. UmwG gerügt werden.",,Handelsrecht Gesellschaftsrecht; Handelsrecht Gesellschaftsrecht,
1568704,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-310/09,2010-12-01,MDR-2011-0173; VersR-2011-0345; WM-2011-0470,"LG Lüneburg vom 26.05.2009,; OLG",5-O-356/08; Celle-vom-05/11; 11-U-119/09,HGB:87a/3/2; HGB:92/2,"Anforderungen an Art und Umfang von Maßnahmen
der Stornogefahrabwehr i.R.d. Nachbearbeitung notleidender Versicherungsverträge
durch ein Versicherungsunternehmen; Übersendung eines Mahnschreibens
als ausreichende Maßnahme einen Versicherungsnehmer zur
Erfüllung seiner Vertragspflicht anzuhalten; Nachbearbeitungspflicht
eines Versicherungsunternehmens im Falle einer Stornogefahrabwehr
mittels Stornogefahrmitteilung an den Versicherungsvertreter; Vertretenmüssen
eines Versicherungsunternehmens für die Stornierung eines
Versicherungsvertrages bei Vertrauen auf die ordnungsgemäße
Beförderung einer Stornogefahrmitteilung auf dem Postwege","a) Ergreift ein Versicherungsunternehmen im Rahmen der Nachbearbeitung notleidender Versicherungsverträge (§ 92 Abs. 2, § 87a Abs. 3 Satz 2 HGB) eigene Maßnahmen der Stornogefahrabwehr, müssen diese nach Art und Umfang ausreichend sein (Bestätigung der Senatsurteile vom 25. Mai 2005 -; b) Im Falle einer Stornogefahrabwehr mittels Stornogefahrmitteilung an den Versicherungsvertreter genügt das Versicherungsunternehmen seiner Nachbearbeitungspflicht, wenn es die Stornogefahrmitteilung auf eine Weise versendet, dass bei normalem Verlauf mit deren rechtzeitigem Eingang bei dem Versicherungsvertreter zu rechnen ist. Bei einer Übersendung der Stornogefahrmitteilung auf dem Postweg darf das Versicherungsunternehmen grundsätzlich darauf vertrauen, dass die Postsendung ordnungsgemäß befördert wird. Deshalb führt ein ausnahmsweise eintretender Postverlust nicht dazu, dass die Stornierung des Versicherungsvertrages auf Umständen beruht, die das Versicherungsunternehmen zu vertreten hat (§ 92 Abs. 2, § 87a Abs. 3 Satz 2 HGB).",,Handelsrecht Gesellschaftsrecht,Deubner
1521462,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-475/00,2001-10-11,BB-2002-0648; BGHZ-0149-0057; BauR-2002-0315; DB-2002-1370; MDR-2002-0214; NJW-2002-0749; WM-2002-0127; ZIP-2002-0224,OLG München; LG München I,,AGBG:9/1; BGB:635,Formularmäßiger Ausschluß von Schadensersatzforderungen im Rahmen der stichprobenartigen Kontrolle eines Bauvorhabens und der gutachterlichen Erfassung von Mängeln,"Wer eine auch nur stichprobenartige Kontrolle des Bauvorhabens und die gutachterliche Erfassung von Mängel übernimmt, kann in seinen Allgemeinen Geschäftsbedingungen eine Haftung für ""Schadenersatzforderung jedweder Art infolge nicht erkannter, verdeckter oder sonstiger Mängel"" nicht wirksam vollständig ausschließen.",,Schadensersatz; SchuldrechtAT; Werkvertrag,Deubner
1543581,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,V-ZR-83/99,2000-04-07,BB-2000-1266; DB-2000-1913; MDR-2000-0820; NJW-2000-2017; WM-2000-1404; ZNotP-2000-0276,OLG Naumburg; LG Stendal,,BGB:139; BGB:313/2,Heilung des Formmangel bei Abschluß von Grundstückskaufverträgen als einheitliches Geschäft,"Werden mehrere Grundstückskaufverträge als einheitliches Geschäft abgeschlossen, ohne daß die Verknüpfung der einzelnen Verträge beurkundet wird, tritt die Heilung des Formmangels erst ein, wenn der Erwerber hinsichtlich aller Verkaufsflächen als Eigentümer in das Grundbuch eingetragen worden ist.",,BGBAT; SchuldrechtAT,Deubner
1521304,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,V-ZR-98/01,2002-09-27,BGHReport-2003-0246; DB-2003-0606; MDR-2003-0257; NJW-2003-1039; WM-2003-0640,OLG Karlsruhe; LG Konstanz,,BGB:812/1/1,Darlegungs-und Beweislast bei Rückforderung rechtsgrundlos erbrachter Leistungen,"Wer einen Anspruch auf Herausgabe einer rechtsgrundlos erbrachten Leistung geltend macht, genügt seiner Darlegungs- und Beweislast, wenn er die von dem Schuldner behaupteten und die sonst nach den Umständen in Betracht kommenden Rechtsgründe ausräumt. Das Risiko, daß abstrakt-theoretisch ein Rechtsgrund gegeben sein könnte, der zu dem zu beurteilenden Prozeßstoff keinen Bezug aufweist, trägt er selbst dann nicht, wenn der Schuldner als Gesamtrechtsnachfolger des Leistungsempfängers über die Umstände der Leistung keine unmittelbaren Kenntnisse besitzt.",,Schadensersatz,Deubner
0965594,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-362/12,2013-07-03,,"AG Geilenkirchen vom 11.05.2011,; LG Aachen vom 11.10.2012,",10-C-130/10,BGB:558/2/1; ZPO:286,Ermittlung der ortsüblichen Vergleichsmiete durch ein Sachverständigengutachten im Zusammenhang mit einem Mieterhöhungsverlangen bzgl. eines Reihenhauses; Notwendigkeit der Berücksichtigung eines breiten Spektrums von Vergleichswohnungen aus der Gemeinde bei der Ermittlung der Einzelvergleichsmiete durch einen Sachverständigen; Begrenzung des Einfamilienhauszuschlags durch den oberen Wert der Spanne des entsprechenden Mietspiegelfeldes,,,Miete Pacht; Zivilverfahrensrecht,Deubner
1520595,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-36/00,2002-07-11,,OLG Düsseldorf,,BGB:249; ZPO:286; ZPO:412/3,Bewertung unsichtbarer Schäden einer Sache; Anhörung eines Sachverständigen,,,Schadensersatz; SchuldrechtAT; Zivilverfahrensrecht,Deubner
1530786,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-90/03,2004-05-05,FamRZ-2004-1095; NJW-RR-2004-0967,LG Deggendorf,,ARB:15/1a; ARB:16/3,Rechtsfolgen unzureichender Information des Versicherers in der Rechtsschutzversicherung,,,Versicherungsrecht,Deubner
1585883,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-280/12,2013-09-25,MDR-2013-1451; NJW-2103-0006; NZM-2013-0853,"AG Berlin-Charlottenburg vom 07.11.2011,; LG Berlin vom 07.08.2012,",237-C-126/11; 65-S-430/11,BGB:558b/1; BGB:558b/4; BGB:559; BGB:561/1/1,Geltendmachen einer Mieterhöhung eines Vermieters erst mit Wirkung zu einem späteren als dem in § 558b Abs. 1 BGB bestimmten Zeitraum; Lösen des Mietverhältnisses durch außerordentliche Kündigung des Mieters vor dem Zeitpunkt des Eintritts der Mieterhöhung,"a) Der Vermieter ist nicht gehindert, eine Mieterhöhung erst mit Wirkung zu einem späteren als dem in § 558b Abs. 1 BGB bestimmten Zeitraum geltend zu machen (Bestätigung von BGH, Urteil vom 8. Juni 2011 -; b) Geht dem Mieter ein Mieterhöhungsverlangen zu, in dem der Vermieter einen späteren als den sich aus § 558b Abs. 1 BGB ergebenden Wirksamkeitszeitpunkt benennt, kann sich der Mieter bis unmittelbar vor dem Zeitpunkt des Eintritts der Mieterhöhung vom Mietverhältnis durch außerordentliche Kündigung nach § 561 Abs. 1 Satz 1 BGB zum Ende des übernächsten Monats lösen mit der sich anschließenden Rechtsfolge, dass dem Mieter bis zum Ende des Mietverhältnisses die Nutzungsmöglichkeit der Wohnung gegen Zahlung der nicht erhöhten Miete verbleibt (§ 561 Abs. 1 Satz 2 BGB).",,Miete Pacht,Deubner
1550072,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-46/06,2008-06-19,BB-2008-1869; DB-2008-1620; DNotZ-2008-0921; DStR-2008-1741; MDR-2008-1046; NJW-RR-2008-1484; WM-2008-1552; ZIP-2008-1582,OLG Stuttgart -; LG Ulm -,2-O-523/03,BGB:164; BGB:709; BGB:714; ZPO:50,Zustandekommen eines Vertrages mit einer BGB-Gesellschaft; Rechtsfolgen des Widerspruchs eines einzelvertretungsberechtigten Gesellschafters,"1. a) Soll ein Vertrag mit einer Gesellschaft bürgerlichen Rechts auch für den Gegner erkennbar auf deren Seite von mehreren Gesellschaftern geschlossen werden, kommt der Vertrag im Zweifel erst dann zustande, wenn alle diese Gesellschafter die notwendige Willenserklärung abgegeben haben. Dies gilt auch, wenn bereits vorher ein einzelvertretungsbefugter Gesellschafter dem Vertragsschluss zugestimmt hat (im Anschluss an; b) Der Widerspruch eines einzelvertretungsbefugten Gesellschafters gegen eine Willenserklärung eines anderen einzelvertretungsbefugten Gesellschafters beschränkt dessen Vertretungsmacht im Außenverhältnis grundsätzlich nicht. Dies gilt auch, wenn der widersprechende Gesellschafter durch die Vornahme gegenläufiger Rechtsgeschäfte umgehend die vorherigen Erklärungen des anderen Gesellschafters konterkarieren könnte (im Anschluss an; 2. Nimmt der Gesellschafter einer Gesellschaft bürgerlichen Rechts den Schuldner einer Gesellschaftsforderung im eigenen Namen auf Leistung an die Gesellschaft mit der Begründung in Anspruch, eine Klage im Namen der Gesellschaft sei aus gesellschaftswidrigen Gründen unterblieben und der Schuldner sei an dem gesellschaftswidrigen Verhalten des die Gesellschaftsklage ablehnenden Mitgesellschafters beteiligt, müssen diese Voraussetzungen für die Prozessführungsbefugnis (vgl.",,BGBAT; Handelsrecht Gesellschaftsrecht; Zivilverfahrensrecht,Deubner
1661571,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-245/15,2017-05-17,BB-2017-1473; MDR-2017-0869; NJW-2018-0046; WM-2018-1011,"LG Cottbus vom 18.03.2014,; OLG Brandenburg vom 07.10.2015,",11-O-84/08; 7-U-94/14,BGB:315; AVBWasserV:2; KAGBB:6/1; KAGBB:6/4,"Tarifgestaltung eines Wasserversorgungsunternehmens für die Lieferung von Trinkwasser; Versorgung vom Anschlussnehmern auf privatrechtlicher Grundlage; Abgeltung der durch das Bereitstellen und ständige Vorhalten der Versorgungseinrichtungen entstehenden verbrauchsunabhängigen Betriebskosten; Abrechnung von verbrauchsunabhängigen Grundpreisen neben verbrauchsabhängigen Entgelten; Bestimmung des Grundpreises nach Nutzergruppen; Unterscheidung zwischen einem Bedarf für Grundstücke mit Wohnbebauung und einem Bedarf für industriell, gewerblich oder in sonstiger Weise genutzte Grundstücke","BGB §§ 315, 433 Abs. 2; ZPO § 256; AVBWasserV §§ 2, 4 Abs. 2; KAG BB § 6 Abs. 1, 4; a) Ein Wasserversorgungsunternehmen, das in seinem Versorgungsgebiet die Anschlussnehmer auf privatrechtlicher Grundlage versorgt, kann bei seiner Tarifgestaltung für die Lieferung von Trinkwasser neben verbrauchsabhängigen Entgelten zugleich verbrauchsunabhängige Grundpreise zur Abgeltung der durch das Bereitstellen und ständige Vorhalten der Versorgungseinrichtungen entstehenden verbrauchsunabhängigen Betriebskosten in Ansatz bringen (Bestätigung der Senatsurteile vom 20. Mai 2015 -; b) Es ist auch nicht unbillig im Sinne von § 315 BGB, wenn das Versorgungsunternehmen in teilweiser Abkehr von einer ursprünglichen Grundpreisbemessung nach der Nenngröße des eingebauten Wasserzählers den Grundpreis nunmehr nach Nutzergruppen bestimmt und dabei zwischen einem Bedarf für Grundstücke mit Wohnbebauung und einem Bedarf für industriell, gewerblich oder in sonstiger Weise genutzte Grundstücke unterscheidet. Ebenso wenig ist es unbillig, wenn das Versorgungsunternehmen den Grundpreis bei dem Bedarf für Wohnzwecke nach der Anzahl der vorhandenen Wohneinheiten, bei dem Bedarf für industrielle, gewerbliche oder sonstige Zwecke hingegen weiterhin nach dem Wasserzählermaßstab bemisst (Bestätigung und Fortführung der Senatsurteile vom 20. Mai 2015 -",,SchuldrechtAT,Deubner
0901589,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-186/08,2011-06-07,BB-2011-2130; DStR-2011-1434; MDR-2011-0926; NJW-RR-2011-1059; NZG-2011-0860; WM-2011-1374; ZIP-2011-1358,"OLG Celle 9. Zivilsenat, 2. Juli 2008, Az:; LG Verden, 20. Dezember 2007, Az:",4-O-57/07,BGB:319/1/2,Abfindungsanspruch des ausgeschiedenen GbR-Gesellschafters bei unterlassener Einholung eines Schiedsgutachtens,"Unterlässt die nach dem Gesellschaftsvertrag hierzu verpflichtete Gesellschaft bürgerlichen Rechts über einen außerhalb objektiv angemessener Zeit liegenden Zeitraum (hier: fast zwei Jahre) die Benennung eines Schiedsgutachters und die Einholung des Gutachtens über die zwischen ihr und dem ausgeschiedenen Gesellschafter streitige Höhe des Abfindungsguthabens, kann der Ausgeschiedene auf Zahlung des ihm seiner Ansicht nach zustehenden Abfindungsguthabens klagen. Das angerufene Gericht hat die Bestimmung der Leistung - falls erforderlich mit sachverständiger Hilfe - durch Urteil zu treffen; eine Abweisung der Klage als zur Zeit unbegründet ist nicht (mehr) zulässig.",,Handelsrecht Gesellschaftsrecht; SchuldrechtAT,JurD
1532191,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-294/03,2004-07-14,NZM-2004-0734; WuM-2004-0543,LG Essen,,BGB:573c/4; BGB:575/4,Zulässigkeit eines zeitlich begrenzten Ausschlusses der Kündigung eines Mietvertrages,,,Miete Pacht,Deubner
1535826,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-140/04,2005-04-27,BGHReport-2005-1207; NJW-RR-2005-1426; WM-2005-1717,OLG Hamm - 23.3.2004; LG Essen,,BGB:683/1; BGB:681/1; BGB:254/2/2; BGB:278,Rechte des Stromabnehmers bei für ihn nicht erkennbaren Wechsel des Stromlieferanten,"1. Die Notversorgung mit Strom zum Allgemeinen Tarif durch den Energieversorger, der nach § 10 EnWG die Versorgung von Letztverbrauchern durchzuführen hat, entspricht auch bei einem Abnehmer, der einen energieintensiven Gewerbebetrieb führt, dessen Interesse und mutmaßlichen Willen, wenn sein Vertragspartner, mit dem er einen Stromlieferungsvertrag geschlossen hat, ihn pflichtwidrig nicht beliefert und andernfalls eine Unterbrechung der Stromversorgung eintreten würde.; 2. Ein Schadensersatzanspruch des Abnehmers wegen Verletzung der den Energieversorger gemäß § 681 Satz 1 BGB treffenden Pflicht, ihm die Aufnahme der Notversorgung anzuzeigen, sobald dies tunlich ist, ist nicht wegen eines Mitverschuldens nach § 254 Abs. 2 Satz 2, § 278 BGB gemindert, weil der Vertragspartner des Abnehmers es unterlassen hat, die Stromversorgung vertragsgemäß durchzuführen (im Anschluß an BGH, Urteil vom 26. Januar 2005 -",,Schuldverhältnisse; Schadensersatz; SchuldrechtAT,Deubner
1573873,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-140/10,2011-07-19,BGHZ-0190-0281; DNotZ-2012-0507; FamRZ-2011-1575; MDR-2011-1088; NJW-2011-3082; NZI-2011-0830; NZM-2012-0652; WM-2011-2193; ZEV-2011-0666Anm.Herrler,"LG München; OLG München vom 20.10.2010,",I-vom-30/03; 3-O-7563/09; 15-U-2916/10,BGB:528; BGB:529/1; BGB:2325/3/2,"Folgen eines Antrags auf Eintragung der Rechtsänderung
beim Grundbuchamt für die Leistung eines geschenkten Grundstücks;
Hinderung des Beginns der in § 529 Abs. 1 Fall 2 BGB vorgesehenen
Zehnjahresfrist im Falle des Vorbehalts eines lebenslangen Nutzungsrechts
an dem verschenkten Grundstück dem Schenker",,,Erbschaft Schenkung,Deubner
1597539,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-86/15,2015-07-23,MDR-2015-1001; NZV-2015-0592; VersR-2016-0063,"LG Lübeck vom 09.05.2014,; OLG Schleswig vom 12.03.2015,",5-O-145/13; 11-U-70/14,BGB:839; StrWGSH:45/2/1,Umfang der winterlichen Streupflicht auf öffentlichen Wegen und Straßen unter dem Gesichtspunkt der Verkehrssicherung; Schadensersatz- und Feststellungsbegehren einer Krankenkasse gegenüber einer Gemeinde bzgl. der Ersatzpflicht für künftige Aufwendungen wegen eines Glatteisunfalls eines Versicherten; Bestehen einer Streupflicht für belebte und unentbehrliche Fußgängerüberwege,"Der Grundsatz, dass Fußgängerüberwege innerhalb geschlossener Ortschaften nur zu streuen sind, soweit sie belebt und unentbehrlich sind, ist auch bei der Auslegung des § 45 Abs. 2 Satz 1 StrWG SH heranzuziehen.",,Schadensersatz,Deubner
1554572,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-51/08,2009-03-24,BGHReport-2009-0725; FamRZ-2009-1049; MDR-2009-0746; NJW-2009-1952; NZV-2009-0384; VersR-2009-0788; WuM-2009-0296,"LG Bochum,; AG Bochum,",65-C-305/05,BGB:823/1; BGB:832/1; ZPO:286; ZPO:416,Schadensersatzpflicht der Eltern eines 5 ½ jährigen Kindes wegen der Beschädigung mehrerer Autos durch das Kind; Prüfung der Verletzung der Aufsichtspflicht durch die Eltern; Verletzung der Aufsichtspflicht wegen Spielenlassen der Kinder auf einem Spielplatz ohne Aufsicht für den Zeitraum von ca. 40 Minuten bis zu einer Stunde,"Ein Aufsichtspflichtiger muss dafür sorgen, dass ein Kind im Alter von 5 ½ Jahren auf einem Spielplatz in regelmäßigen Abständen von höchstens 30 Minuten kontrolliert wird.",,Schadensersatz; Zivilverfahrensrecht,Deubner
1584223,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,V-ZR-266/11,2013-04-12,BauR-2013-1273; BauR-2013-1318; MDR-2013-0700; NJW-2013-2182; NZM-2013-0546,"LG Schwerin vom 18.01.2011,; OLG Rostock vom 08.12.2011,",3-O-175/09,BGB:434; BGB:444,Fehlende Baugenehmigung als regelmäßiger Sachmangel des veräußerten Wohnungseigentums,"BGB §§ 434, 444; 1. Eine fehlende Baugenehmigung stellt regelmäßig einen Sachmangel des veräußerten Wohnungseigentums dar; die Frage der Genehmigungsbedürftigkeit haben die Zivilgerichte in eigener Verantwortung - ohne Bindung an einen erst nach Gefahrübergang ergangenen baubehördlichen Bescheid - zu beantworten.; 2. Arglist setzt zumindest Eventualvorsatz voraus; dem steht es nicht gleich, wenn sich dem Verkäufer das Vorliegen von Tatsachen hätte aufdrängen müssen, die einen Mangel des Kaufobjekts begründen.",,Wohnungseigentum; Kauf Tausch Leasing,Deubner
1526696,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-218/01,2003-10-21,BGHReport-2004-0142; BauR-2004-0331; DB-2004-0650; MDR-2004-0497; NJW-RR-2004-0209; WM-2004-1400,OLG München; LG Landshut,,BGB:271/1,Darlegungs- und Beweislast für den Eintritt der Fälligkeit,"Streiten die Parteien, ob die Schuld fällig ist, nachdem der Gläubiger die Leistung verlangt hat, ist es Sache des Schuldners darzulegen und im Bestreitensfalle zu beweisen, daß aufgrund einer rechtsgeschäftlichen Festlegung oder der Umstände des Falls erst zu einem bestimmten späteren Zeitpunkt zu leisten ist. Dies trifft auch bei Streit zu, wann im konkreten Fall die angemessene Fertigstellungsfrist tatsächlich abgelaufen und deshalb Fälligkeit eingetreten ist.",,SchuldrechtAT,Deubner
1594024,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VII-ZR-102/14,2014-12-18,BauR-2015-0705; BGHZ-0204-0012; NJW-2015-0559; NZM-2015-0260; VersR-2015-0863; WM-2015-0990; ZIP-2015-0400,"LG Duisburg vom 13.06.2013,; OLG Düsseldorf vom 08.04.2014,",,ZPO:68; ZPO:485,Umfang der Bindungswirkung des § 68 ZPO in einem selbstständigen Beweisverfahren,"ZPO §§ 68, 485; Verkündet der Antragsteller in einem selbständigen Beweisverfahren, das er gegen einen vermeintlichen Schädiger führt, einem möglicherweise stattdessen haftenden Schädiger den Streit, so umfasst die Bindungswirkung des § 68 ZPO grundsätzlich jedes Beweisergebnis, das im Verhältnis zum Antragsgegner von rechtlicher Relevanz ist (Fortführung von BGH, Urteil vom 5. Dezember 1996 -",,Zivilverfahrensrecht,Deubner
1580051,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-138/11,2012-07-11,NJW-2012-2882; NZM-2012-0637,"AG Freising vom 27.05.2010,; LG Landshut vom 23.03.2011,",7-C-848/09; 13-S-1954/10,BGB:276; BGB:543/1/1; BGB:546/1,Entfallen eines eine fristlose Kündigung begründenden Zahlungsverzugs wegen fehlenden Verschuldens eines Mieters bzgl. des Vorliegens der Voraussetzungen des Anspruchs auf ein Minderungsrecht,"Der eine fristlose Kündigung begründende Zahlungsverzug entfällt nicht wegen fehlenden Verschuldens des Mieters, wenn dieser bei Anwendung verkehrsüblicher Sorgfalt hätte erkennen können, dass die tatsächlichen Voraussetzungen des von ihm in Anspruch genommenen Minderungsrechts nicht bestehen (im Anschluss an",,SchuldrechtAT; Miete Pacht,Deubner
