doc_id,schema,dokument_art,dokument_typ,institution,aktenzeichen,datum,fundstelle,vorinstanz,norm_vorinstanz_aktenzeichen,norm_kuerzel,titel,leitsatz,gruende,rthema,quelle
1657969,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-11/15,2016-09-29,,"LG Mannheim vom 09.05.2012,; OLG Karlsruhe vom 19.12.2014,",8-O-383/09,BBodSchG:1; BBodSchG:2/3; BBodSchG:2/5; BBodSchG:4/3; BBodSchG:4/6; BBodSchG:15/2; BBodSchG:24/1; BBodSchG:24/2/4; BBodSchG:24/2/2; BGB:421; BGB:426/1; BodSchGBW:10/1; BodSchGBW:10/3,Verfassungskonforme Reduzierung des Anwendungsbereichs des § 4 Abs. 3 Bundes-Bodenschutzgesetz (BBodSchG); Vermeidung einer verfassungswidrigen Rückwirkung; Beginn der Verjährung des bodenschutzrechtlichen Ausgleichsanspruchs; Haftung des Gesamtrechtsnachfolgers als Verhaltensstörer für eine Bodenkontamination,"BBodSchG §§ 1, 2 Abs. 3 und 5, § 4 Abs. 3 und 6, § 15 Abs. 2, § 24 Abs. 1 und 2; UmweltHG § 6 Abs. 1; BGB §§ 421 ff., 426 Abs. 1; BodSchG BW § 10 Abs. 1 und 3; a) Zur Vermeidung einer verfassungswidrigen Rückwirkung ist der Anwendungsbereich des § 4 Abs. 3 BBodSchG dahingehend verfassungskonform zu reduzieren, dass diese Vorschrift eine im Jahr 1926 erfolgte Gesamtrechtsnachfolge nicht erfasst.; b) Die Verjährung des bodenschutzrechtlichen Ausgleichsanspruchs nach § 24 Abs. 2 Satz 4 Fall 2 BBodSchG beginnt mit der Beendigung sämtlicher Maßnahmen, für deren Kosten Verpflichtete nach § 24 Abs. 1 BBodSchG haften, einschließlich der den eigentlichen Sanierungsmaßnahmen nachfolgenden, im Sanierungskonzept vorgesehenen Eigenkontrollmaßnahmen (§ 15 Abs. 2 BBodSchG).",,SchuldrechtAT,Deubner
1544013,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-92/06,2006-11-29,BB-2007-0573; BGHReport-2007-0495; BGHZ-0170-0086; DNotZ-2007-0524; MDR-2007-0642; NJW-2007-1346; NZV-2007-0197; VersR-2007-0694; WM-2007-0616; ZIP-2007-0583,OLG Oldenburg -; LG Osnabrück -,12-O-3741/04,BGB:437/2; BGB:326/5; BGB:323; BGB:346/1; BGB:348; BGB:444; BGB:276/1/1; BGB:434/1/1; BGB:434/1/2,Begriff der Übernahme der Garantie für die Beschaffenheit einer Sache; Haftung des Verkäufers eines gebrauchten PKW für die angegebene Laufleistung; Auslegung eines Gewährleistungsausschlusses bei einem Privatverkauf,"a) Mit der Übernahme der Garantie für die Beschaffenheit einer Sache im Sinne des § 444 Alt. 2 BGB durch den Verkäufer ist - ebenso wie mit der Übernahme einer Garantie im Sinne des § 276 Abs. 1 Satz 1 BGB - zumindest auch die Zusicherung einer Eigenschaft der Sache nach früherem Recht (§ 459 Abs. 2 BGB a.F.) gemeint.; Die Übernahme einer Garantie setzt daher - wie früher die Zusicherung einer Eigenschaft - voraus, dass der Verkäufer in vertragsmäßig bindender Weise die Gewähr für das Vorhandensein der vereinbarten Beschaffenheit der Kaufsache übernimmt und damit seine Bereitschaft zu erkennen gibt, für alle Folgen des Fehlens dieser Beschaffenheit einzustehen.; b) Die Frage, ob Angaben des Verkäufers zur Laufleistung eines gebrauchten Kraftfahrzeugs lediglich als Beschaffenheitsangabe (§ 434 Abs. 1 Satz 1 BGB) oder aber als Beschaffenheitsgarantie (§ 444 Alt. 2 BGB) zu werten sind, ist unter Berücksichtigung der beim Abschluss eines Kaufvertrages über ein Gebrauchtfahrzeug typischerweise gegebenen Interessenlage zu beantworten.; Beim Privatverkauf eines Gebrauchtfahrzeugs ist die Angabe der Laufleistung in der Regel lediglich als Beschaffenheitsangabe und nicht als Beschaffenheitsgarantie zu verstehen.; Von einer stillschweigenden Garantieübernahme kann beim Privatverkauf eines Gebrauchtfahrzeugs nur dann ausnahmsweise auszugehen sein, wenn über die Angabe der Laufleistung hinaus besondere Umstände vorliegen, die bei dem Käufer die berechtigte Erwartung wecken, der Verkäufer wolle für die Laufleistung des Fahrzeugs einstehen. Alleine die Besonderheiten des Kaufs über das Internet mittels eines von eBay zur Verfügung gestellten Bietverfahrens rechtfertigen diese Annahme nicht.; c) Sind in einem Kaufvertrag zugleich eine bestimmte Beschaffenheit der Kaufsache und ein pauschaler Ausschluss der Sachmängelhaftung vereinbart, ist dies regelmäßig dahin auszulegen, dass der Haftungsausschluss nicht für das Fehlen der vereinbarten Beschaffenheit (§ 434 Abs. 1 Satz 1 BGB), sondern nur für solche Mängel gelten soll, die darin bestehen, dass die Sache sich nicht für die nach dem Vertrag vorausgesetzte Verwendung eignet (§ 434 Abs. 1 Satz 2 Nr. 1 BGB) bzw. sich nicht für die gewöhnliche Verwendung eignet und keine Beschaffenheit aufweist, die bei Sachen der gleichen Art üblich ist und die der Käufer nach der Art der Sache erwarten kann (§ 434 Abs. 1 Satz 2 Nr. 2 BGB).",,Kauf Tausch Leasing; SchuldrechtAT,Deubner
1661565,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-92/16,2017-05-11,BB-2017-1474; DÖV-2017-0924; MDR-2017-0817; NJW-2017-2108; BGHZ-0215-0044; NJW-2017-0008,"LG Berlin vom 07.11.2013,",63-O-41/13; KG-vom-20/01,BGB:253/2; BGB:611; BGB:823/1; BGB:1922/1,Schadensersatz- und Schmerzensgeldbegehren im Zusammenhang mit einem Hausnotrufvertrag; Grobe Vernachlässigung einer dem Schutz von Leben und Gesundheit anderer dienenden besonderen Berufs- oder Organisationspflicht; Zumutbarkeit der regelmäßigen Beweislastverteilung gegenüber dem Geschädigten; Beweislastumkehr zugunsten des Geschädigten; Beweis der Nichtursächlichkeit festgestellter Fehler durch den seine Pflichten grob Vernachlässigenden,"Wer eine besondere Berufs- oder Organisationspflicht, die dem Schutz von Leben und Gesundheit anderer dient, grob vernachlässigt hat, kann nach Treu und Glauben die Folgen der Ungewissheit, ob der Schaden abwendbar war, nicht dem Geschädigten aufbürden. In derartigen Fällen ist die regelmäßige Beweislastverteilung dem Geschädigten nicht zuzumuten. Der seine Pflichten grob Vernachlässigende muss daher die Nichtursächlichkeit festgestellter Fehler beweisen, die allgemein als geeignet anzusehen sind, einen Schaden nach Art des eingetretenen herbeizuführen (Bestätigung und Fortführung von BGH, Urteile vom 13. März 1962 -",,Schadensersatz; SchuldrechtAT; Schuldverhältnisse; Erbschaft Schenkung,Deubner
1598178,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-190/13,2015-03-19,BB-2015-2241; VersR-2016-0211; WM-2015-2332,"LG Lübeck vom 26.02.2013,; OLG Schleswig vom 26.09.2013,",8-O-41/12; 16-U-37/13,CMR:17/1; CMR:17/4/c; CMR:17/5; CMR:23/3; CMR:29,"Haftungsbefreiung des Frachtführers bei
Zurückführen der Beschädigung des Gutes auf einen Verlade- oder
Verstaufehler des Absenders; Höherstauung der Ladung wegen einer
Notbremsung; Überschreitung der behördlich genehmigten Transporthöhe
durch den Absender","a)
Von der Haftung nach Art. 17 Abs. 1 CMR ist der Frachtführer gemäß
Art. 17 Abs. 4 Buchst. c CMR befreit, wenn die Beschädigung des
Gutes auf einen Verlade- oder Verstaufehler des Absenders zurückzuführen
ist. Ein Verladefehler kommt in Betracht, wenn es wegen einer Notbremsung
zu einer Höherstauung der Ladung kommt.; b)
Eine zur Haftungsbefreiung des Frachtführers gemäß Art. 17 Abs.
4 Buchst. c CMR führende mangelhafte Ladung oder Stauung des Transportgutes
kann vorliegen, wenn der Absender bei der Beladung die behördlich
genehmigte Transporthöhe überschreitet.",,Handelsrecht Gesellschaftsrecht,Deubner
1535832,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,X-ZR-15/04,2005-04-19,BGHReport-2005-1131; MDR-2005-1154; NJW-2005-2766; WM-2005-1235,OLG München - 2.12.2003; LG München I,,BGB:123/1; BGB:823/1; GG:5/1/1; GG:5/1/2,Rechtswidrigkeit der Drohung mit der Einschaltung der Presse,"Wer in einer privatrechtlichen Auseinandersetzung, um den Gegner zur Erfüllung eines in vertretbarer Weise für berechtigt gehaltenen Anspruchs zu bewegen, damit droht, die Presse zu informieren, handelt nicht widerrechtlich, wenn der angedrohte Pressebericht seinerseits nicht rechtswidrig wäre. So weit die Pressefreiheit reicht (Art. 5 Abs. 1 Satz 2 GG), ist auch das Informieren der Presse durch die Meinungsäußerungsfreiheit des Informanten geschützt (Art. 5 Abs. 1 Satz 1 GG).",,BGBAT; Schadensersatz,Deubner
1588343,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-102/13,2014-03-05,,"LG Köln vom 27.06.2012,; OLG Köln vom 28.02.2013,",20-O-421/11,KZVKS:15; ZPO:256/1,Feststellungsinteresse bei fehlender Relevanz der Feststellungsfrage für einen möglichen Rechtsstreit; Maßgeblicher Zeitpunkt für das Bestehen eines Feststellungsinteresses,,,Zivilverfahrensrecht,Deubner
1674626,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,RiZ-R-2/18,2019-02-27,,"LG Düsseldorf vom 23.08.2016,; OLG",Hamm-vom-26/02; 1-DGH-9/16,DRiG:22/1,Entlassung eines Staatsanwalts (Richter auf Probe) aus dem Justizdienst aufgrund fehlender behaupteter Eignung; Entlassung zum Ablauf des zwölften Monats nach der Ernennung zum Staatsanwalt (Richter auf Probe); Ernstliche Zweifel an der Eignung durch mehrere unerwünschte Kontaktaufnahmen zu einer Frau,,,Zivilverfahrensrecht,Deubner
1547532,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,I-ZR-74/05,2007-11-22,BGHReport-2008-0252; BGHZ-0174-0244; FamRZ-2008-0402; MDR-2008-0282; NJW-2008-0920; VersR-2008-0508,OLG Düsseldorf -; LG Düsseldorf -,31-O-185/02,ZPO:554,Zulässigkeit der Anschlussrevision abhängig vom Streitgegenstand der Revision,"Auch unter der Geltung des § 554 ZPO ist eine Anschlussrevision unzulässig, wenn sie einen Lebenssachverhalt betrifft, der mit dem von der Revision erfassten Streitgegenstand nicht in einem unmittelbaren rechtlichen oder wirtschaftlichen Zusammenhang steht (Fortführung von",,Zivilverfahrensrecht,Deubner
4223431,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VIII-ZR-374/18,2020-08-19,ECLI:DE:BGH:2020:190820UVIIIZR374.18.0; MDR-2020-0011,AG Berlin-Mitte; LG Berlin Urteil,6-C-81/17; 67-S-174/18,BGB:556d; BGB:556e/1,"Klage auf Feststellung der Überschreitung der ortsüblichen Vergleichsmiete sowie auf Rückerstattung überzahlter Miete; Bestimmung der ""Vormiete"" im Sinne des § 556e Abs. 1 S. 1 BGB; Möglichkeit der Vereinbarung einer höheren als der nach § 556d Abs. 1 BGB zulässigen Miete nur für Räumlichkeiten zu Wohnzwecken",,,Miete Pacht,Wolters-Kluwer
1654290,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-311/14,2016-05-03,BB-2016-1537; DStR-2016-1938; GmbH-Rdsch-2016-0806; MDR-2016-0900; MDR-2016-1004; NZI-2016-0819; WM-2016-1231; ZIP-2016-0049; NJW-2017-0886; GmbH-Rdsch-2016-0806,"LG Berlin vom 26.02.2014,",24-O-513/05; KG-vom-13/10; 25-U-30/14,BGB:280/1/2; BGB:823/2,Inanspruchnahme des Geschäftsführers einer Gesellschaft mit beschränkter Haftung (GmbH) wegen Vorenthaltung von Sozialversicherungsbeiträgen; Darlegungs- und Beweislast des Sozialversicherungsträgers bei Feststehen der objektiven Pflichtwidrigkeit des beanstandeten Verhaltens; Auferlegung einer sekundären Darlegungslast gegenüber dem Geschäftsführer,"StGB § 266a Abs. 1; Der Sozialversicherungsträger, der den Geschäftsführer einer Gesellschaft mit beschränkter Haftung wegen Vorenthaltung von Sozialversicherungsbeiträgen aus § 823 Abs. 2 BGB, § 266a Abs. 1 StGB in Anspruch nimmt, trägt für den Vorsatz des Beklagten die Darlegungs- und Beweislast auch dann, wenn die objektive Pflichtwidrigkeit des beanstandeten Verhaltens feststeht.; ZPO § 185 Nr. 1; Durch eine öffentliche Zustellung der Klageschrift, die unwirksam ist, weil ihre Voraussetzungen - für das bewilligende Gericht erkennbar - nicht vorgelegen haben, wird die Verjährung nicht gemäß § 204 Abs. 1 Nr. 1 BGB gehemmt (Anschluss an BGH, Urteil vom 19. Dezember 2001 -",,Schadensersatz; SchuldrechtAT,Deubner
1598636,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-175/14,2015-09-16,,"LG Köln vom 14.12.2011,; OLG Köln vom 02.05.2014,",26-O-83/11,BGB:812/1/1; VVG:5a/2/4,Anspruch eines Versicherungsnehmers auf Rückzahlung geleisteter Versicherungsbeiträge aus kapitalbildenden Lebensversicherungen,,,Schadensersatz; Versicherungsrecht,Deubner
1679464,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,XII-ZR-8/19,2019-10-02,MDR-2020-0021; NJW-2020-0328; NZM-2020-0057; ZIP-2019-2304; BGHZ-0223-0225,AG; LG,Essen-vom-15/11; Essen-vom-25/10; 10-S-170/17,BGB:307/1; BGB:307/2/1,Inhaltskontrolle einer allgemeinen Geschäftsbedingung in einem sogenannten Pferdepensionsvertrag; Vorsehen einer beiderseitigen Kündigungsfrist von acht Wochen zum Monatsende,"In einem sogenannten Pferdepensionsvertrag hält eine vorformulierte Vertragsbestimmung, die eine beiderseitige Kündigungsfrist von acht Wochen zum Monatsende vorsieht, grundsätzlich der AGB-rechtlichen Inhaltskontrolle nach § 307 Abs. 1 und Abs. 2 Nr. 1 BGB stand.",,SchuldrechtAT,Deubner
1597511,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,III-ZR-346/14,2015-07-23,BGHZ-0206-0254; NJW-2015-2880; MDR-2015-1001,LG; OLG,Stade-vom-11/12; 2-O-304/12; Celle-vom-16/10,BGB:670; BGB:677; BGB:683/1,Einordnung des Fahrens minderjähriger Mitglieder eines Amateursportvereins zu Sportveranstaltungen von ihren Familienangehörigen als Gefälligkeit im Verhältnis zum Sportverein; Reine Gefälligkeit im außerrechtlichen Bereich; Unterscheidung zwischen einem Auftrags- und einem Gefälligkeitsverhältnis im Bereich der rechtsgeschäftlichen Schuldverhältnisse,"Wenn minderjährige Mitglieder eines Amateursportvereins von ihren Familienangehörigen oder Angehörigen anderer Vereinsmitglieder zu Sportveranstaltungen gefahren werden, handelt es sich grundsätzlich - auch im Verhältnis zum Sportverein - um eine reine Gefälligkeit, die sich im außerrechtlichen Bereich abspielt, sodass Aufwendungsersatzansprüche gegen den Verein (hier: Ersatz eines Verkehrsunfallschadens) ausscheiden.",,Schuldverhältnisse,Deubner
1543998,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-243/05,2007-01-23,BGHReport-2007-0390; MDR-2007-0715; NJW-2007-1122; NZV-2007-0231; VersR-2007-0514,LG Bayreuth -; AG Bayreuth -,13-S-83/05; 3-C-123/05,BGB:249,Ersatzfähigkeit von Mietwagenkosten - Unfallersatztarif oder Normaltarif,"Zu den Anforderungen an die Feststellung, ob ein vom Geschädigten beanspruchter Unfallersatztarif aufgrund unfallspezifischer Kostenfaktoren im Sinne des § 249 Abs. 2 Satz 1 BGB erforderlich ist und ob dem Geschädigten ein Normaltarif ohne weiteres zugänglich war.",,Schadensersatz; Versicherungsrecht,Deubner
1681320,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,V-ZR-188/18,2019-10-18,MDR-2020-0340; NJW-RR-2020-0393; NZM-2020-0330,"AG Pinneberg vom 06.12.2016,; LG Itzehoe vom 29.06.2018,",60-C-67/15; 11-S-4/17,WEG:12/1,Verpflichtung des ehemaligen Verwalter einer klagenden Wohnungseigentümergemeinschaft zur Tragung der Kosten eines Rechtsstreits im Innenverhältnis zu den übrigen Wohnungseigentümern; Verpflichtung des Verwalters zur Erteilung der Zustimmung zur Veräußerung von Wohnungseigentum durch einen Wohnungseigentümer gemäß § 12 Abs. 1 WEG,"a) Der Verwalter, der verurteilt worden ist, einem Wohnungseigentümer die Zustimmung zur Veräußerung seines Wohnungseigentums gemäß § 12 Abs. 1 WEG zu erteilen, muss die Kosten des Rechtsstreits im Innenverhältnis zu den übrigen Wohnungseigentümern nicht selber tragen.; b) Der Verwalter darf die Kosten eines Verfahrens nach § 12 Abs. 1 WEG jedenfalls dann aus dem Gemeinschaftsvermögen entnehmen, wenn der Verwaltervertrag ihn dazu ermächtigt.",,Wohnungseigentum,Deubner
1582691,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-298/11,2012-10-09,BB-2013-0017; BGHZ-0195-0042; DStR-2012-2608; GmbH-Rdsch-2013-0031; MDR-2013-0045; NZI-2012-0008; NZI-2012-1009; WM-2012-2286; ZIP-2012-2391; ZInsO-2012-2291; ZInsO-2013-0104,"LG; OLG Koblenz vom 19.09.2011,",Mainz-vom-03/02; 4-O-367/08; 12-U-246/10,GmbHG:64/3,Verursachung einer Zahlungsunfähigkeit durch Zahlung an einen Gesellschafter i.S.d. § 64 S. 3 GmbHG bei bestehender Zahlungsunfähigkeit der Gesellschaft; Verweigerung der Zahlung an einen Gesellschafter durch die Gesellschaft,"a) Die Zahlungsunfähigkeit wird durch eine Zahlung an den Gesellschafter nicht im Sinn des § 64 Satz 3 GmbHG verursacht, wenn die Gesellschaft bereits zahlungsunfähig ist.; b) Bei der Ermittlung der Zahlungsunfähigkeit nach § 64 Satz 3 GmbHG ist eine fällige Forderung des Gesellschafters in der Liquiditätsbilanz zu berücksichtigen.; c) Im Fall des § 64 Satz 3 GmbHG kann die Gesellschaft die Zahlung an den Gesellschafter verweigern.",,Handelsrecht Gesellschaftsrecht,Deubner
1580092,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,II-ZR-30/11,2012-06-26,BB-2012-2189; DB-2012-1972; DNotZ-2013-0060; MDR-2012-1300; WM-2012-1689; ZIP-2012-1753,"LG München; OLG München vom 22.12.2010,",I-vom-10/12; 5-HKO-13261/08,AktG:57/1; AktG:311/1; AktG:311/2/1,Nachteilsausgleich beim Hauptversammlungsbeschluss bei Zustimmung zum nachteiligen Rechtsgeschäft einer abhängigen Aktiengesellschaft mit der Stimmenmehrheit des herrschenden Unternehmens,"a) Wenn die Hauptversammlung einer abhängigen Aktiengesellschaft mit der Stimmenmehrheit des herrschenden Unternehmens einem nachteiligen Rechtsgeschäft zustimmt, muss bereits der Hauptversammlungsbeschluss einen Nachteilsausgleich vorsehen.; b) Wenn der Nachteil, der der abhängigen Gesellschaft auf Veranlassung des herrschenden Unternehmens zugefügt wird, bezifferbar ist, muss eine Ausgleichsvereinbarung nach § 311 Abs. 2 AktG, die einen Zahlungsanspruch begründet, den Ausgleichsanspruch beziffern und darf ihn nicht von der späteren Feststellung des Nachteils abhängig machen.",,Handelsrecht Gesellschaftsrecht,Deubner
1659987,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,VI-ZR-434/15,2017-02-14,,"LG Memmingen vom 15.10.2014,; OLG München vom 17.04.2015,",32-O-712/12; 24-U-4348/14,BGB:833/1,Schadenersatzbegehren gegen einen Tierhalter nach einem Unfallereignis; Entlastung des Tierhalters von der Gefährdungshaftung; Einwendungen einer Partei gegen die erstinstanzliche Überzeugungsbildung in der Berufungsinstanz,"ZPO § 529 Abs. 1 Nr. 1; a) § 833 Satz 2 BGB räumt dem Tierhalter die Möglichkeit, sich von der Gefährdungshaftung des § 833 Satz 1 BGB zu entlasten, nur dann ein, wenn der Schaden durch ein Haustier verursacht worden ist, das dem Beruf, der Erwerbstätigkeit oder dem Unterhalt des Tierhalters - d.h. einem wirtschaftlichen Zweck - zu dienen bestimmt ist.; b) Unter Erwerbstätigkeit im Sinne des § 833 Satz 2 BGB ist jede Tätigkeit zu verstehen, die auf Gewinnerzielung gerichtet ist. Diese Voraussetzung ist erfüllt, wenn die Tätigkeit objektiv darauf angelegt ist und subjektiv von der Absicht getragen wird, Gewinn zu erzielen. Die bloße Gewinnerzielungsabsicht als solche, die in den objektiven Umständen keinen Niederschlag findet, genügt dagegen nicht.; c) Einwendungen einer Partei gegen die erstinstanzliche Überzeugungsbildung können in der Berufungsinstanz nicht mit der Begründung als unbeachtlich angesehen werden, die Partei trage lediglich ihre eigenen, von den Beurteilungen des gerichtlichen Sachverständigen abweichenden Einschätzungen vor, ohne Rechtsfehler des Erstgerichts aufzuzeigen.",,Schadensersatz,Deubner
1543967,rspvwa,Urteil,Obere Rechtsprechung,Bundesgerichtshof,IV-ZR-106/06,2007-01-17,BGHReport-2007-0394; MDR-2007-0778; NJW-RR-2007-0606; NZV-2007-0297; VersR-2007-0481; VersR-2007-0629,OLG Saarbrücken -; LG Saarbrücken -,14-O-365/04,AKB:7; VVG:6/3,Obliegenheitsverletzung des Versicherungsnehmers in der Fahrzeugversicherung durch Nichtangabe von in der Uniwagnis-Datei erfassten Schäden,Erkenntnismöglichkeiten des Versicherers in der Uniwagnis-Datei lassen die Aufklärungsobliegenheit des Versicherungsnehmers (hier: Angaben zu Vorschäden) unberührt.,,Versicherungsrecht,Deubner
